trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
151,False,"{'a': 0.7, 'e': 0.2209099779593782}",20,12,-9.107778477924636,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
152,False,"{'a': 0.7, 'e': 0.21871188695221475}",25,0,-19.978794316318137,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
153,False,"{'a': 0.7, 'e': 0.21653566731600707}",20,11,14.808596201333097,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.7, 'e': 0.21438110142697794}",20,6,-34.19433678515602,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
155,False,"{'a': 0.7, 'e': 0.21224797382674304}",25,17,10.96033217091036,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.7, 'e': 0.21013607120076472}",20,6,17.184169203244466,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.7, 'e': 0.20804518235702046}",20,0,15.126276468274453,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
158,False,"{'a': 0.7, 'e': 0.20597509820488344}",20,9,-26.95914326955522,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 0}",1
159,False,"{'a': 0.7, 'e': 0.20392561173421342}",20,0,13.057271969381661,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
160,False,"{'a': 0.7, 'e': 0.20189651799465538}",25,7,24.139473418093637,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.7, 'e': 0.1998876140751445}",20,5,2.066107901307538,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
162,False,"{'a': 0.7, 'e': 0.19789869908361465}",25,14,7.838402602711678,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.7, 'e': 0.19592957412690934}",25,13,6.253619300656425,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.7, 'e': 0.19398004229089189}",30,0,1.2091793007870066,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
165,False,"{'a': 0.7, 'e': 0.19204990862075408}",35,13,18.87489812053328,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.7, 'e': 0.1901389801015205}",35,3,-15.135862537980012,"{0: 30, 1: 0, 2: 0, 3: 1, 4: 1}",1
167,False,"{'a': 0.7, 'e': 0.1882470656387468}",25,3,-28.864716826341816,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 1}",1
168,False,"{'a': 0.7, 'e': 0.18637397603940997}",25,5,-11.25405963377493,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
169,False,"{'a': 0.7, 'e': 0.18451952399298926}",30,10,10.604231867284296,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
170,False,"{'a': 0.7, 'e': 0.18268352405273466}",25,2,31.23044712827232,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.7, 'e': 0.1808657926171221}",20,0,18.735069897617684,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
172,False,"{'a': 0.7, 'e': 0.17906614791149322}",25,0,-0.7843498251191519,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
